question,ground_truth,redis_key,source,corpus_chunk_index,hybrid_rrf_hit@10,hybrid_rrf_gold_rank_in_topk,hybrid_rrf_retrieved_redis_keys,dense_top10_redis_keys,bm25_top10_redis_keys
甘草酸或甘草次酸是否会影响CYP3A4酶的活性？,甘草酸和甘草次酸在体外和体内均对细胞色素P450 3A4（CYP3A4）具有抑制作用，相关研究已发表于《International Journal of Environmental Research and Public Health》和《Biological & Pharmaceutical Bulletin》。,qwen3:1985,易药明析,1985,1,4,qwen3:1975|qwen3:1978|qwen3:1976|qwen3:1985|qwen3:642|qwen3:2713|qwen3:2212|qwen3:2704|qwen3:1320|qwen3:618,qwen3:1985|qwen3:1978|qwen3:1975|qwen3:1976|qwen3:2713|qwen3:2704|qwen3:1320|qwen3:687|qwen3:2705|qwen3:1726,qwen3:1975|qwen3:1976|qwen3:642|qwen3:1978|qwen3:2212|qwen3:1985|qwen3:618|qwen3:2412|qwen3:1979|qwen3:2413
Esaxerenone作为促变药产生药物相互作用（DDI）的可能性如何？,Esaxerenone虽然是CYP3A的TDI和诱导剂，但由于TDI作用和诱导作用的抵消效应，其作为促变药产生DDI的可能性较低，模拟结果与已有临床研究结果相近。,qwen3:1241,凡默谷,1241,1,7,qwen3:1226|qwen3:1225|qwen3:1227|qwen3:1235|qwen3:1238|qwen3:1240|qwen3:1241|qwen3:1237|qwen3:1242|qwen3:1229,qwen3:1226|qwen3:1227|qwen3:1225|qwen3:1235|qwen3:1242|qwen3:1240|qwen3:1238|qwen3:1229|qwen3:1237|qwen3:1241,qwen3:1225|qwen3:1226|qwen3:1235|qwen3:1227|qwen3:1238|qwen3:1241|qwen3:1237|qwen3:1240|qwen3:936|qwen3:940
STEMI患者使用肝素时，哪些药物会增加出血风险？,肝素与香豆素及其衍生物、阿司匹林及非甾体消炎镇痛药、双嘧达莫、右旋糖酐、肾上腺皮质激素、促肾上腺皮质激素、组织纤溶酶原激活物、尿激酶、链激酶等合用可加重出血危险。,qwen3:1776,好医术心学社,1776,1,1,qwen3:1776|qwen3:1775|qwen3:515|qwen3:1867|qwen3:1506|qwen3:562|qwen3:2067|qwen3:1409|qwen3:1680|qwen3:270,qwen3:1776|qwen3:1775|qwen3:1867|qwen3:562|qwen3:1409|qwen3:270|qwen3:847|qwen3:434|qwen3:381|qwen3:373,qwen3:1776|qwen3:515|qwen3:1506|qwen3:2067|qwen3:1680|qwen3:1286|qwen3:33|qwen3:1775|qwen3:2172|qwen3:836
如何判断在研药物是否为OAT、OCT或MATEs转运体的底物？,若体内代谢数据显示在研药物的肾主动分泌清除率≥总清除率的25%，应进行体外评估。体外研究中，若试验药在表达转运体的细胞中的摄取是对照细胞的2倍及以上，或已知抑制剂使其摄取降低至50%以下，则提示可能为该转运体底物。,qwen3:3089,驭时GCP信息,3089,1,1,qwen3:3089|qwen3:972|qwen3:923|qwen3:925|qwen3:3091|qwen3:130|qwen3:132|qwen3:958|qwen3:974|qwen3:1008,qwen3:3089|qwen3:972|qwen3:923|qwen3:958|qwen3:130|qwen3:925|qwen3:1008|qwen3:921|qwen3:3087|qwen3:3091,qwen3:3091|qwen3:132|qwen3:925|qwen3:974|qwen3:923|qwen3:972|qwen3:3089|qwen3:130|qwen3:127|qwen3:969
为什么甲氨蝶呤不宜与水杨酸类药物合用？,水杨酸类药物可从血浆蛋白结合部位将甲氨蝶呤置换出来，导致血中游离型甲氨蝶呤浓度升高，从而明显增强对骨髓的抑制，可能引起全血细胞减少。,qwen3:800,人卫药学,800,1,1,qwen3:800|qwen3:434|qwen3:1261|qwen3:799|qwen3:1300|qwen3:374|qwen3:2937|qwen3:382|qwen3:1258|qwen3:1303,qwen3:800|qwen3:1300|qwen3:1261|qwen3:799|qwen3:434|qwen3:2937|qwen3:1258|qwen3:371|qwen3:379|qwen3:1356,qwen3:800|qwen3:434|qwen3:799|qwen3:1261|qwen3:374|qwen3:382|qwen3:1303|qwen3:2940|qwen3:1410|qwen3:271
吃药时能不能用牛奶送服？,不能。牛奶会与抗生素、骨质疏松症药物和便秘药物中的成分结合，降低药效。,qwen3:2157,消化界,2157,1,4,qwen3:774|qwen3:766|qwen3:1685|qwen3:2157|qwen3:310|qwen3:2217|qwen3:1296|qwen3:2156|qwen3:1292|qwen3:2580,qwen3:774|qwen3:766|qwen3:2157|qwen3:1685|qwen3:310|qwen3:2217|qwen3:2156|qwen3:2580|qwen3:767|qwen3:773,qwen3:766|qwen3:774|qwen3:1685|qwen3:310|qwen3:2157|qwen3:1296|qwen3:1292|qwen3:1387|qwen3:866|qwen3:1617
抗血小板药有哪些常见药物，主要用于治疗哪些疾病？,常见抗血小板药包括阿司匹林、氯吡格雷和替格瑞洛，主要用于冠心病（如慢性稳定性心绞痛、急性冠状动脉综合征、冠状动脉血运重建术后）、缺血性脑血管病（如缺血性卒中和TIA）以及周围动脉疾病（PAD）。,qwen3:1781,好医术心学社,1781,1,1,qwen3:1781|qwen3:2066|qwen3:560|qwen3:2067|qwen3:1865|qwen3:501|qwen3:1782|qwen3:1286|qwen3:1868|qwen3:33,qwen3:1781|qwen3:560|qwen3:1865|qwen3:1782|qwen3:1868|qwen3:563|qwen3:1772|qwen3:1764|qwen3:1774|qwen3:1760,qwen3:2066|qwen3:2067|qwen3:501|qwen3:1286|qwen3:33|qwen3:1937|qwen3:307|qwen3:1756|qwen3:2284|qwen3:3146
吃西柚会影响哪些药物的代谢？,西柚中的呋喃香豆素会抑制CYP3A4酶活性，降低药物代谢速度，使药物浓度升高，容易引发副作用，尤其与降压药、他汀类药物等同服时需特别注意。,qwen3:570,中国家庭报官微,570,0,0,qwen3:2577|qwen3:1680|qwen3:257|qwen3:2496|qwen3:875|qwen3:2172|qwen3:1841|qwen3:2488|qwen3:311|qwen3:569,qwen3:2577|qwen3:257|qwen3:875|qwen3:1841|qwen3:311|qwen3:220|qwen3:876|qwen3:570|qwen3:2710|qwen3:839,qwen3:1680|qwen3:2496|qwen3:2172|qwen3:2488|qwen3:569|qwen3:2095|qwen3:2523|qwen3:2525|qwen3:2067|qwen3:2284
呋喃妥因与阿司匹林合用会产生什么相互作用？,呋喃妥因与阿司匹林通过肾小管分泌竞争，减少呋喃妥因在尿中的排泄。,qwen3:2838,药评中心,2838,0,0,qwen3:1405|qwen3:1345|qwen3:1287|qwen3:1286|qwen3:1457|qwen3:1680|qwen3:1893|qwen3:2529|qwen3:2113|qwen3:2060,qwen3:1287|qwen3:1457|qwen3:1893|qwen3:2113|qwen3:2661|qwen3:1405|qwen3:1854|qwen3:1345|qwen3:2451|qwen3:1448,qwen3:1286|qwen3:1680|qwen3:2529|qwen3:2060|qwen3:1652|qwen3:33|qwen3:1689|qwen3:1911|qwen3:1345|qwen3:1405
氯霉素和利福平合用会发生什么相互作用？,利福平可诱导氯霉素的代谢酶，从而影响氯霉素的代谢。,qwen3:2456,红杏e生,2456,0,0,qwen3:699|qwen3:33|qwen3:2665|qwen3:1680|qwen3:1341|qwen3:1689|qwen3:1401|qwen3:1286|qwen3:2468|qwen3:389,qwen3:699|qwen3:2665|qwen3:1341|qwen3:1401|qwen3:2468|qwen3:1850|qwen3:2878|qwen3:1453|qwen3:277|qwen3:2648,qwen3:33|qwen3:1680|qwen3:1689|qwen3:1286|qwen3:389|qwen3:2956|qwen3:2153|qwen3:1367|qwen3:2395|qwen3:393
为什么阿格列汀特别适合老年糖尿病患者使用？,因为阿格列汀几乎不经CYP450代谢，也不是P糖蛋白底物，与其他药物联合使用更安全，因此尤其适合老年糖尿病患者。,qwen3:524,中国医学论坛报今日循环,524,1,8,qwen3:448|qwen3:447|qwen3:548|qwen3:480|qwen3:517|qwen3:533|qwen3:516|qwen3:524|qwen3:519|qwen3:547,qwen3:517|qwen3:533|qwen3:524|qwen3:448|qwen3:548|qwen3:480|qwen3:482|qwen3:496|qwen3:447|qwen3:477,qwen3:447|qwen3:516|qwen3:519|qwen3:448|qwen3:548|qwen3:547|qwen3:541|qwen3:532|qwen3:480|qwen3:531
洛伐他汀和吉非罗齐能否联合使用？,洛伐他汀与吉非罗齐合用会增加严重肌肉毒性风险，如肌痛、横纹肌溶解和血肌酸磷酸激酶升高，应尽量避免联合使用。,qwen3:269,e诊所,269,0,0,qwen3:1056|qwen3:571|qwen3:746|qwen3:1248|qwen3:1833|qwen3:1631|qwen3:2915|qwen3:3159|qwen3:408|qwen3:573,qwen3:746|qwen3:1833|qwen3:2915|qwen3:571|qwen3:408|qwen3:1056|qwen3:1613|qwen3:1968|qwen3:1829|qwen3:420,qwen3:1248|qwen3:1631|qwen3:1056|qwen3:3159|qwen3:573|qwen3:1049|qwen3:208|qwen3:572|qwen3:1286|qwen3:571
氟唑帕利与地塞米松合用会有什么影响？,氟唑帕利通过CYP3A4代谢，地塞米松为CYP3A4强诱导剂，合用会加快氟唑帕利代谢，导致疗效下降，因此说明书建议避免同时使用CYP3A4强诱导剂。,qwen3:1524,医脉通泌尿外科,1524,1,1,qwen3:1524|qwen3:1952|qwen3:292|qwen3:291|qwen3:384|qwen3:731|qwen3:376|qwen3:1318|qwen3:290|qwen3:732,qwen3:1524|qwen3:1952|qwen3:292|qwen3:291|qwen3:384|qwen3:376|qwen3:290|qwen3:1956|qwen3:1528|qwen3:1953,qwen3:1524|qwen3:1952|qwen3:292|qwen3:291|qwen3:731|qwen3:1318|qwen3:732|qwen3:1520|qwen3:1948|qwen3:1523
甘草与布地奈德联合使用可能产生什么相互作用？,甘草中的甘草酸可能影响布地奈德的代谢，因布地奈德主要依赖CYP3A4酶进行代谢，二者联用可能增强药效，但也增加不良反应风险。,qwen3:1974,易药明析,1974,1,2,qwen3:1975|qwen3:1974|qwen3:1976|qwen3:1984|qwen3:1286|qwen3:1968|qwen3:359|qwen3:687|qwen3:1978|qwen3:1979,qwen3:1975|qwen3:1974|qwen3:1976|qwen3:1984|qwen3:359|qwen3:687|qwen3:1978|qwen3:690|qwen3:2737|qwen3:683,qwen3:1975|qwen3:1974|qwen3:1286|qwen3:1968|qwen3:1976|qwen3:1984|qwen3:1979|qwen3:2172|qwen3:33|qwen3:1680
慢粒患者服用伊马替尼期间能否自行合用利福平？,不能自行合用。利福平诱导CYP450 3A4活性，会影响伊马替尼的治疗效果，一般需要增加伊马替尼剂量，因此需先咨询专业医生。,qwen3:1907,慢粒病友会,1907,1,3,qwen3:1903|qwen3:1906|qwen3:1907|qwen3:1908|qwen3:1905|qwen3:721|qwen3:1904|qwen3:710|qwen3:2847|qwen3:2536,qwen3:1903|qwen3:1908|qwen3:1906|qwen3:1907|qwen3:721|qwen3:710|qwen3:2536|qwen3:727|qwen3:715|qwen3:2541,qwen3:1905|qwen3:1903|qwen3:1907|qwen3:1906|qwen3:1904|qwen3:2847|qwen3:836|qwen3:1908|qwen3:602|qwen3:837
硫酸庆大霉素的抗菌谱和临床用途有哪些？,硫酸庆大霉素为广谱杀菌性抗生素，对大多数G-菌（如大肠杆菌、绿脓杆菌、巴氏杆菌等）和金黄色葡萄球菌、表皮葡萄球菌有较强抗菌作用，支原体也较敏感，但多数链球菌、厌氧菌、立克次氏体和真菌耐药。临床上用于治疗G-菌和G+敏感菌引起的败血症、呼吸道、胃肠道、泌尿生殖系统感染、乳腺炎、子宫炎及皮肤软组织严重感染，也可内服治疗肠道感染，主要用于猪巴氏杆菌病、仔猪白痢和猪链球菌病的全身治疗。,qwen3:900,兽药资讯,900,1,2,qwen3:901|qwen3:900|qwen3:895|qwen3:899|qwen3:870|qwen3:906|qwen3:307|qwen3:892|qwen3:2588|qwen3:2172,qwen3:901|qwen3:870|qwen3:906|qwen3:895|qwen3:892|qwen3:900|qwen3:905|qwen3:869|qwen3:891|qwen3:896,qwen3:899|qwen3:900|qwen3:901|qwen3:307|qwen3:2588|qwen3:2172|qwen3:2196|qwen3:2202|qwen3:895|qwen3:1296
为什么肝移植患者在使用他克莫司、环孢素或西罗莫司时需要特别注意药物相互作用？,因为他克莫司、环孢素和西罗莫司都通过细胞色素P450 3A4（CYP3A4）代谢，与CYP3A4的抑制剂或诱导剂合用可能导致血药浓度显著变化，引发毒性反应或疗效不足，因此需密切监测并调整剂量。,qwen3:3067,首都新肝论坛,3067,1,1,qwen3:3067|qwen3:3068|qwen3:2210|qwen3:734|qwen3:2211|qwen3:1885|qwen3:736|qwen3:220|qwen3:3069|qwen3:2986,qwen3:3067|qwen3:2210|qwen3:3068|qwen3:2211|qwen3:736|qwen3:3069|qwen3:2208|qwen3:2212|qwen3:2442|qwen3:3070,qwen3:3067|qwen3:3068|qwen3:734|qwen3:1885|qwen3:220|qwen3:2986|qwen3:1970|qwen3:1841|qwen3:1678|qwen3:2142
使用辉瑞新药时，哪些肺动脉高压治疗药物是禁忌的？,使用辉瑞新药时，禁忌的肺动脉高压治疗药包括波生坦、马西替坦、西地那非和他达拉非。,qwen3:2985,逻辑医学,2985,1,2,qwen3:1677|qwen3:2985|qwen3:1674|qwen3:2982|qwen3:1675|qwen3:2983|qwen3:1678|qwen3:1109|qwen3:2986|qwen3:1676,qwen3:1677|qwen3:2985|qwen3:1678|qwen3:2986|qwen3:1676|qwen3:2984|qwen3:2982|qwen3:1674|qwen3:2983|qwen3:1675,qwen3:1677|qwen3:2985|qwen3:1109|qwen3:1674|qwen3:2982|qwen3:2395|qwen3:1675|qwen3:2983|qwen3:1673|qwen3:2981
奈玛特韦/利托那韦与利福平能否同时使用？,禁止奈玛特韦/利托那韦与利福平共同给药，因为可能导致病毒学反应失效和耐药性。应考虑使用替代抗分枝杆菌药物如利福布汀。,qwen3:1967,明湛药学,1967,1,10,qwen3:1971|qwen3:1969|qwen3:1965|qwen3:2062|qwen3:420|qwen3:1970|qwen3:2991|qwen3:1966|qwen3:2279|qwen3:1967,qwen3:1965|qwen3:420|qwen3:2991|qwen3:2279|qwen3:1968|qwen3:1971|qwen3:1969|qwen3:1972|qwen3:2278|qwen3:239,qwen3:2062|qwen3:1970|qwen3:1966|qwen3:1967|qwen3:1971|qwen3:1652|qwen3:1964|qwen3:501|qwen3:1969|qwen3:1370
初生仔猪未吃初乳前能否灌服庆大霉素预防黄痢？,不能。初生仔猪未吃初乳、胃中空虚时灌服庆大霉素可能导致胃底部严重溃疡，甚至死亡，因此不建议这样做。,qwen3:908,兽药资讯,908,1,2,qwen3:894|qwen3:908|qwen3:898|qwen3:872|qwen3:893|qwen3:871|qwen3:897|qwen3:907|qwen3:901|qwen3:895,qwen3:894|qwen3:908|qwen3:898|qwen3:872|qwen3:893|qwen3:897|qwen3:871|qwen3:907|qwen3:901|qwen3:895,qwen3:894|qwen3:908|qwen3:898|qwen3:872|qwen3:871|qwen3:907|qwen3:893|qwen3:897|qwen3:901|qwen3:1271
单胺氧化酶抑制剂在围手术期使用时需要注意哪些药物相互作用？,单胺氧化酶抑制剂在围手术期可能与阿片类药物等产生相互作用，影响血清素转运体功能，增加术中血流动力学事件风险，需谨慎处理。,qwen3:3152,麻醉MedicalGroup,3152,1,2,qwen3:3146|qwen3:3152|qwen3:1537|qwen3:3151|qwen3:842|qwen3:1970|qwen3:836|qwen3:2966|qwen3:1387|qwen3:1027,qwen3:3146|qwen3:3152|qwen3:3151|qwen3:1970|qwen3:2966|qwen3:1027|qwen3:408|qwen3:115|qwen3:2976|qwen3:1463,qwen3:3146|qwen3:1537|qwen3:842|qwen3:836|qwen3:1387|qwen3:2066|qwen3:1680|qwen3:903|qwen3:1386|qwen3:1756
吃西柚会影响药效吗？,西柚中的呋喃香豆素衍生物会抑制CYP3A4酶活性，减少药物代谢，导致血药浓度升高，增强药效和副作用；同时西柚还可能抑制转运蛋白功能，降低某些药物的吸收和疗效。,qwen3:2577,药圈网,2577,1,1,qwen3:2577|qwen3:2496|qwen3:876|qwen3:2172|qwen3:875|qwen3:2523|qwen3:311|qwen3:2526|qwen3:1841|qwen3:2525,qwen3:2577|qwen3:876|qwen3:875|qwen3:311|qwen3:1841|qwen3:220|qwen3:257|qwen3:222|qwen3:2500|qwen3:840,qwen3:2496|qwen3:2172|qwen3:2523|qwen3:2526|qwen3:2525|qwen3:2488|qwen3:2527|qwen3:1271|qwen3:2498|qwen3:316
服用MAOI的患者在麻醉时应避免使用哪些药物？,服用MAOI的患者应避免使用氯胺酮和泮库溴铵，因为氯胺酮可引起交感神经刺激，而泮库溴铵会促进去甲肾上腺素（NE）释放。此外，间接拟交感胺类药物如麻黄碱、间羟胺也应避免，因其可导致NE大量释放，引发高血压危象。,qwen3:3149,麻醉MedicalGroup,3149,1,3,qwen3:3151|qwen3:3146|qwen3:3149|qwen3:794|qwen3:1756|qwen3:793|qwen3:842|qwen3:3147|qwen3:1680|qwen3:1568,qwen3:3151|qwen3:3146|qwen3:3149|qwen3:794|qwen3:793|qwen3:3147|qwen3:1568|qwen3:3148|qwen3:792|qwen3:1835,qwen3:3146|qwen3:3151|qwen3:3149|qwen3:1756|qwen3:842|qwen3:1680|qwen3:836|qwen3:2095|qwen3:834|qwen3:794
二甲双胍如何影响季节性流感疫苗接种后的代谢反应？,研究发现二甲双胍和季节性流感疫苗（IIV）对特定代谢特征存在显著的统计学相互作用。在使用LC-MS方法检测中，二甲双胍组与安慰剂组在三个代谢特征的疫苗反应上表现出明显差异，提示该药物可能调节疫苗诱导的代谢变化。,qwen3:247,Vaccine前研,247,1,1,qwen3:247|qwen3:243|qwen3:241|qwen3:246|qwen3:252|qwen3:242|qwen3:251|qwen3:244|qwen3:248|qwen3:1924,qwen3:243|qwen3:247|qwen3:252|qwen3:241|qwen3:242|qwen3:251|qwen3:246|qwen3:248|qwen3:250|qwen3:244,qwen3:246|qwen3:241|qwen3:247|qwen3:242|qwen3:243|qwen3:252|qwen3:251|qwen3:1924|qwen3:245|qwen3:244
为什么Vikeira Pak和Vikeira XR与美沙酮合用时未观察到美沙酮暴露的变化？,因为这两种方案中利托那韦的剂量较低（每天100mg），而该剂量下利托那韦不会产生明显的CYP2B6诱导作用。,qwen3:2331,研如玉,2331,1,8,qwen3:2334|qwen3:2329|qwen3:2333|qwen3:2322|qwen3:2332|qwen3:2330|qwen3:2053|qwen3:2331|qwen3:2318|qwen3:2328,qwen3:2334|qwen3:2329|qwen3:2333|qwen3:2322|qwen3:2318|qwen3:2332|qwen3:2316|qwen3:2330|qwen3:2317|qwen3:2053,qwen3:2331|qwen3:2333|qwen3:2329|qwen3:2334|qwen3:2328|qwen3:2332|qwen3:2330|qwen3:2322|qwen3:2053|qwen3:583
甲硝唑与西咪替丁合用会产生什么相互作用？,甲硝唑与西咪替丁合用会延长甲硝唑的血清半衰期，提高其血药浓度，可能增加神经毒性。,qwen3:1806,宠医客,1806,0,0,qwen3:2112|qwen3:2535|qwen3:2705|qwen3:709|qwen3:1680|qwen3:720|qwen3:317|qwen3:1664|qwen3:585|qwen3:794,qwen3:2112|qwen3:2535|qwen3:709|qwen3:720|qwen3:1664|qwen3:794|qwen3:721|qwen3:710|qwen3:2536|qwen3:1302,qwen3:2112|qwen3:2705|qwen3:1680|qwen3:317|qwen3:585|qwen3:2786|qwen3:1286|qwen3:1409|qwen3:270|qwen3:114
服用华法林时哪些食物、药物或补充剂可能与其发生相互作用？,华法林可与120多种药物、补充剂及食物发生相互作用。药物包括抗生素、抗真菌药、阿司匹林、布洛芬、对乙酰氨基酚、感冒过敏药、胺碘酮及抗酸剂等；补充剂包括辅酶Q10、当归、大蒜、银杏、人参、绿茶、圣约翰草和维生素E；食物和饮料包括蔓越莓、酒精、富含维生素K的食物（如菠菜、西兰花、大豆和菜籽油）、大蒜和黑甘草。,qwen3:1507,医脉通普外科,1507,1,1,qwen3:1507|qwen3:1506|qwen3:1818|qwen3:1668|qwen3:2191|qwen3:1756|qwen3:2414|qwen3:1684|qwen3:1283|qwen3:386,qwen3:1507|qwen3:1668|qwen3:2191|qwen3:2414|qwen3:1283|qwen3:1818|qwen3:1935|qwen3:1506|qwen3:2118|qwen3:2138,qwen3:1506|qwen3:1507|qwen3:1756|qwen3:1684|qwen3:386|qwen3:1818|qwen3:842|qwen3:33|qwen3:2862|qwen3:569
氯霉素和利福平合用时会产生什么相互作用？,利福平可诱导氯霉素的代谢酶，从而影响氯霉素的代谢。,qwen3:2877,规培助手,2877,0,0,qwen3:699|qwen3:393|qwen3:2665|qwen3:1286|qwen3:1341|qwen3:1102|qwen3:1401|qwen3:2282|qwen3:2468|qwen3:1680,qwen3:699|qwen3:2665|qwen3:1341|qwen3:1401|qwen3:2468|qwen3:1850|qwen3:2878|qwen3:1453|qwen3:277|qwen3:2648,qwen3:393|qwen3:1286|qwen3:1102|qwen3:2282|qwen3:1680|qwen3:2395|qwen3:33|qwen3:1271|qwen3:762|qwen3:2991
氯霉素与烷化抗癌药合用会有什么相互作用？,氯霉素与烷化抗癌药合用会相互增加毒性，且氯霉素的血清半衰期会延长。,qwen3:2817,药评中心,2817,1,8,qwen3:1803|qwen3:2458|qwen3:2437|qwen3:2888|qwen3:2110|qwen3:700|qwen3:2770|qwen3:2817|qwen3:2834|qwen3:1424,qwen3:2888|qwen3:700|qwen3:2458|qwen3:2437|qwen3:1803|qwen3:2770|qwen3:2110|qwen3:2817|qwen3:2834|qwen3:1424,qwen3:1803|qwen3:2110|qwen3:2437|qwen3:2458|qwen3:2770|qwen3:2817|qwen3:2834|qwen3:2888|qwen3:700|qwen3:1680
地高辛与红霉素合用会有什么风险？,红霉素与地高辛合用会增加地高辛的血药浓度，甚至达到中毒水平，建议进行临床与心电图监测，必要时调整地高辛用量。,qwen3:1332,医学分享俱乐部,1332,0,0,qwen3:2939|qwen3:1409|qwen3:381|qwen3:373|qwen3:1260|qwen3:1302|qwen3:270|qwen3:33|qwen3:1680|qwen3:2749,qwen3:381|qwen3:373|qwen3:2939|qwen3:1302|qwen3:1260|qwen3:1409|qwen3:270|qwen3:2975|qwen3:2779|qwen3:2799,qwen3:33|qwen3:1680|qwen3:2749|qwen3:1409|qwen3:270|qwen3:1260|qwen3:2939|qwen3:1302|qwen3:373|qwen3:381
在DDI临床研究中，如何报告药代动力学结果？,DDI研究通常选择AUC0-inf及Cmax作为药代动力学终点，报告合并与不合并促变药时药代动力学参数的几何均值比值及其90%置信区间，并说明相互作用的变异程度。应按方案定义异常值，区分异常个体与异常数据点，并报告包含和不包含异常值的分析结果。所有个体的AUC0-inf值和外推百分数需列出，外推超过20%者应特别标明并讨论其对DDI评价的潜在影响。,qwen3:940,凡默谷,940,1,8,qwen3:149|qwen3:941|qwen3:991|qwen3:3108|qwen3:148|qwen3:3107|qwen3:990|qwen3:940|qwen3:942|qwen3:914,qwen3:941|qwen3:991|qwen3:149|qwen3:3108|qwen3:942|qwen3:914|qwen3:140|qwen3:982|qwen3:3099|qwen3:121,qwen3:148|qwen3:3107|qwen3:990|qwen3:940|qwen3:149|qwen3:3108|qwen3:991|qwen3:941|qwen3:1078|qwen3:1163
哪些转运体在胃肠、肝、肾、大脑等多组织中均有表达，并可能影响药物的口服生物利用度、组织分布和肝肾清除？,P-糖蛋白（P-gp）和乳腺癌耐药蛋白（BCRP）在包括胃肠、肝、肾、大脑等多组织中均有表达，可影响药物的口服生物利用度、组织分布、肝肾清除。,qwen3:1170,凡默谷,1170,1,3,qwen3:127|qwen3:1995|qwen3:1170|qwen3:624|qwen3:921|qwen3:625|qwen3:1169|qwen3:3086|qwen3:1937|qwen3:652,qwen3:1995|qwen3:624|qwen3:625|qwen3:3086|qwen3:652|qwen3:627|qwen3:1051|qwen3:1057|qwen3:920|qwen3:127,qwen3:1170|qwen3:921|qwen3:1169|qwen3:1937|qwen3:1188|qwen3:3085|qwen3:127|qwen3:969|qwen3:308|qwen3:686
氯霉素和对乙酰氨基酚合用会产生什么相互作用？,氯霉素通过对乙酰氨基酚的代谢竞争，加重其毒性。,qwen3:1401,医学资料大全,1401,0,0,qwen3:1424|qwen3:2529|qwen3:2448|qwen3:1680|qwen3:2898|qwen3:1286|qwen3:278|qwen3:1689|qwen3:2666|qwen3:2153,qwen3:1424|qwen3:2448|qwen3:2898|qwen3:278|qwen3:2666|qwen3:2649|qwen3:1717|qwen3:1890|qwen3:2640|qwen3:1851,qwen3:2529|qwen3:1680|qwen3:1286|qwen3:1689|qwen3:2153|qwen3:33|qwen3:2531|qwen3:762|qwen3:1271|qwen3:2991
哪些因素可能影响他汀类药物的代谢并导致肝损伤？,他汀类药物的代谢受CYP酶（如CYP3A4、CYP2C9、CYP2C8）、转运体（如OATP1B1、P-gp）以及葡萄糖醛酸转移酶的影响。与其他药物（如抗生素、抗真菌药、抗抑郁药等）相互作用可能改变他汀血药浓度，进而引发肝损伤甚至急性肝衰竭。,qwen3:1561,医脉通神经科,1561,1,6,qwen3:1556|qwen3:1489|qwen3:1490|qwen3:1557|qwen3:1494|qwen3:1561|qwen3:1492|qwen3:1819|qwen3:1559|qwen3:9,qwen3:1556|qwen3:1489|qwen3:1494|qwen3:1561|qwen3:1490|qwen3:1557|qwen3:1492|qwen3:1559|qwen3:1493|qwen3:1560,qwen3:1490|qwen3:1557|qwen3:1489|qwen3:1556|qwen3:1494|qwen3:1561|qwen3:1819|qwen3:9|qwen3:324|qwen3:2483
在降糖治疗中选择药物时应注意什么？,在降糖治疗过程中，选择药物时应注意药物间是否存在相互作用，以保证治疗效果并避免不良反应。,qwen3:468,中国医学论坛报今日内分泌,468,1,1,qwen3:468|qwen3:318|qwen3:494|qwen3:2908|qwen3:542|qwen3:2309|qwen3:481|qwen3:2310|qwen3:1582|qwen3:1924,qwen3:494|qwen3:468|qwen3:542|qwen3:2309|qwen3:2310|qwen3:1924|qwen3:318|qwen3:457|qwen3:1149|qwen3:319,qwen3:468|qwen3:2908|qwen3:318|qwen3:481|qwen3:1582|qwen3:1680|qwen3:461|qwen3:2153|qwen3:476|qwen3:3159
为什么该12岁孤独症谱系障碍患儿在使用氯氮平525mg/d后仍疗效不佳，后续如何调整方案使其达到治疗窗？,该患儿氯氮平血药浓度仅为199ng/mL，未达>350ng/mL的治疗窗；治疗团队联用低剂量氟伏沙明（CYP1A2强抑制剂）12.5mg qn，4天后氯氮平血药浓度升至435ng/mL，成功进入治疗窗。,qwen3:1588,医脉通精神科,1588,1,1,qwen3:1588|qwen3:1574|qwen3:1589|qwen3:1577|qwen3:1590|qwen3:2743|qwen3:1598|qwen3:2744|qwen3:2746|qwen3:2343,qwen3:1588|qwen3:1590|qwen3:2743|qwen3:1574|qwen3:2744|qwen3:2746|qwen3:2567|qwen3:2745|qwen3:1589|qwen3:1577,qwen3:1588|qwen3:1589|qwen3:1574|qwen3:1598|qwen3:1577|qwen3:2343|qwen3:1576|qwen3:834|qwen3:327|qwen3:835
为什么化学药的相互作用研究体系不适用于中药？,因为中药具有多组分、多靶点的特点，难以对体内暴露水平进行定量分析，且其对代谢酶和转运体的作用机制不明确，无法满足化学药相互作用研究体系所需的两个关键前提：体内暴露可量化及作用机制明确可量化。,qwen3:663,中草药杂志社,663,1,1,qwen3:663|qwen3:667|qwen3:656|qwen3:651|qwen3:650|qwen3:666|qwen3:662|qwen3:658|qwen3:655|qwen3:665,qwen3:667|qwen3:662|qwen3:663|qwen3:658|qwen3:651|qwen3:656|qwen3:660|qwen3:666|qwen3:650|qwen3:657,qwen3:663|qwen3:656|qwen3:650|qwen3:655|qwen3:651|qwen3:665|qwen3:667|qwen3:664|qwen3:637|qwen3:666
